[SchoolYearCode]+' School Year',County,District Code,District Name,District Organization Id,ESD Name,ESD Organization Id,Organization,OrganizationCode,organizationid9,Organizationid10,OrganizationLevel (PublicDirectory),OrganizationName,QualitificationName,School Code,School Name,School Organization Id,SchoolYear,SchoolYearCode,teacher/teachers,Teacher Count,Teacher Percent,Teacher Total Count
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Seattle High School,2234,101072,101072,School,West Seattle High School,Inexperienced status,2234.0,West Seattle High School,101072.0,2018-19,2018-19,teachers,19,31.7%,60
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Seattle High School,2234,101072,101072,School,West Seattle High School,Limited Certificate status,2234.0,West Seattle High School,101072.0,2018-19,2018-19,teachers,11,16.2%,68
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Seattle High School,2234,101072,101072,School,West Seattle High School,Out-of-Field status,2234.0,West Seattle High School,101072.0,2018-19,2018-19,teachers,18,23.1%,78
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Woodland Elementary School,2142,101057,101057,School,West Woodland Elementary School,Inexperienced status,2142.0,West Woodland Elementary School,101057.0,2018-19,2018-19,teachers,9,25.0%,36
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Woodland Elementary School,2142,101057,101057,School,West Woodland Elementary School,Limited Certificate status,2142.0,West Woodland Elementary School,101057.0,2018-19,2018-19,teachers,1,2.7%,37
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Woodland Elementary School,2142,101057,101057,School,West Woodland Elementary School,Out-of-Field status,2142.0,West Woodland Elementary School,101057.0,2018-19,2018-19,teachers,2,5.4%,37
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Whitman Middle School,3277,101124,101124,School,Whitman Middle School,Inexperienced status,3277.0,Whitman Middle School,101124.0,2018-19,2018-19,teachers,10,28.6%,35
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Whitman Middle School,3277,101124,101124,School,Whitman Middle School,Limited Certificate status,3277.0,Whitman Middle School,101124.0,2018-19,2018-19,teachers,3,8.1%,37
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Whitman Middle School,3277,101124,101124,School,Whitman Middle School,Out-of-Field status,3277.0,Whitman Middle School,101124.0,2018-19,2018-19,teachers,7,16.7%,42
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Whittier Elementary School,2092,101047,101047,School,Whittier Elementary School,Inexperienced status,2092.0,Whittier Elementary School,101047.0,2018-19,2018-19,teachers,10,31.3%,32
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Whittier Elementary School,2092,101047,101047,School,Whittier Elementary School,Limited Certificate status,2092.0,Whittier Elementary School,101047.0,2018-19,2018-19,teachers,0,0.0%,32
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Whittier Elementary School,2092,101047,101047,School,Whittier Elementary School,Out-of-Field status,2092.0,Whittier Elementary School,101047.0,2018-19,2018-19,teachers,0,0.0%,32
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Wing Luke Elementary School,3581,101136,101136,School,Wing Luke Elementary School,Inexperienced status,3581.0,Wing Luke Elementary School,101136.0,2018-19,2018-19,teachers,13,40.6%,32
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Wing Luke Elementary School,3581,101136,101136,School,Wing Luke Elementary School,Limited Certificate status,3581.0,Wing Luke Elementary School,101136.0,2018-19,2018-19,teachers,1,3.1%,32
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Wing Luke Elementary School,3581,101136,101136,School,Wing Luke Elementary School,Out-of-Field status,3581.0,Wing Luke Elementary School,101136.0,2018-19,2018-19,teachers,2,5.9%,34
